Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.00132006643837276,-0.151207801920119,0.0131406015865665,0,0,0,0.26153758841135,0.000343282811005461,9.76681064463969E-37,3.3881317890172E-21,0.000343282811005461,-6.88113034561892E-37,0.000670896928651143,0,0,0,0,0,0,package://Assem1/meshes/base_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Assem1/meshes/base_link.STL,,base_link-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
Empty_Link,-2.16840434497101E-18,0,0.03,0,0,0,0.30159289474462,0.000211115026321234,5.55363226825144E-69,6.26762360421437E-37,0.000211115026321234,-6.99382379544791E-37,0.000241274315795696,0,0,0,0,0,0,package://Assem1/meshes/Empty_Link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Assem1/meshes/Empty_Link.STL,,cyllinder-1,Origin_joint_base_empty,Axis_joint_base_empty,joint_base_empty,continuous,0.0013201,-0.011654,-0.15121,1.5708,0,0,base_link,0,0,1,,,,,,,,,,,,
